Start (s),End (s),Scientific name,Common name,Confidence
3.0,6.0,Sturnus unicolor,Spotless Starling,0.8680
3.0,6.0,Sturnus vulgaris,European Starling,0.7986
6.0,9.0,Sturnus unicolor,Spotless Starling,0.9431
6.0,9.0,Sturnus vulgaris,European Starling,0.5017
9.0,12.0,Sturnus unicolor,Spotless Starling,0.9394
27.0,30.0,Sturnus vulgaris,European Starling,0.7981
30.0,33.0,Sturnus unicolor,Spotless Starling,0.9901
30.0,33.0,Sturnus vulgaris,European Starling,0.6319
36.0,39.0,Sturnus unicolor,Spotless Starling,0.8481
42.0,45.0,Sturnus unicolor,Spotless Starling,0.6515
48.0,51.0,Sturnus unicolor,Spotless Starling,0.9853
48.0,51.0,Sturnus vulgaris,European Starling,0.9123
51.0,54.0,Sturnus unicolor,Spotless Starling,0.9808
